Turn,System llh,MLM llh,USR DLcontext,USR DLfact,Overall Human Rating,Interesting,Engaging,Specific,Relevant,Correct,Semantically Appropriate,Understandable,Fluent,Total nodes,Total edges,Average degree,Average degree centrality,Average closeness,Average degree connectivity,Average assortativity,Average node connectivity,Number of components,Number of strong components,Centrality entropy,Closeness entropy,Sparseness,Total explicit triples,Total classes,Total properties,Total instances,Total entities,Property class ratio,Average population,Class property ratio,Attribute richness,Inheritance richness,Relationship richness,Total concept assertions,Total role assertions,Total general concept inclusions,Total axioms,Total aBox axioms,Total tBox axioms,Total world instances,Total semantic statements,Total perspectives,Total mentions,Total interactions,Total utterances,Total sources
35.0,0.5666718521805361,0.7594760601085385,0.9971352,0.9968018,2.5,2.0,2.0,2.5,3.5,2.5,3.0,3.0,2.5,3086.0,8463.0,5.484769928710304,0.001777883283212416,0.0018292426641016686,0.9236223664957294,-0.13177313998843665,0.0,3.0,-0.13177313998843665,10.192328214337692,2.748694597060092,0.0008876035397456958,8463.0,294.0,267.0,1481.0,1775.0,0.9081632653061225,5.037414965986395,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1481.0,693.0,644.0,3181.0,2174.0,1007.0,16.0,14.0,11.0,12.0,,12.0,3.0
36.0,0.031418897105776,0.54022212811616,0.9976897,0.99193186,0.0,,,,,,,,,3086.0,8463.0,5.484769928710304,0.001777883283212416,0.0018292426641016686,0.9236223664957294,-0.13177313998843665,0.0,3.0,-0.13177313998843665,10.192328214337692,2.748694597060092,0.0008876035397456958,8463.0,294.0,267.0,1481.0,1775.0,0.9081632653061225,5.037414965986395,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1481.0,693.0,644.0,3181.0,2174.0,1007.0,16.0,14.0,11.0,12.0,,12.0,3.0
37.0,0.242956418005935,0.5027751838728964,0.048813455,0.71064746,1.5,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3086.0,8463.0,5.484769928710304,0.001777883283212416,0.0018292426641016686,0.9236223664957294,-0.13177313998843665,0.0,3.0,-0.13177313998843665,10.192328214337692,2.748694597060092,0.0008876035397456958,8463.0,294.0,267.0,1481.0,1775.0,0.9081632653061225,5.037414965986395,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1481.0,693.0,644.0,3181.0,2174.0,1007.0,16.0,14.0,11.0,12.0,,12.0,3.0
38.0,0.17227895192675702,0.5381810291300795,0.0299047,0.96948427,0.0,,,,,,,,,3086.0,8463.0,5.484769928710304,0.001777883283212416,0.0018292426641016686,0.9236223664957294,-0.13177313998843665,0.0,3.0,-0.13177313998843665,10.192328214337692,2.748694597060092,0.0008876035397456958,8463.0,294.0,267.0,1481.0,1775.0,0.9081632653061225,5.037414965986395,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1481.0,693.0,644.0,3181.0,2174.0,1007.0,16.0,14.0,11.0,12.0,,12.0,3.0
39.0,0.4179319332440825,0.6727110040519665,0.6536161,0.9791677,1.5,1.0,1.0,1.0,2.5,2.5,2.0,3.0,2.0,3086.0,8463.0,5.484769928710304,0.001777883283212416,0.0018292426641016686,0.9236223664957294,-0.13177313998843665,0.0,3.0,-0.13177313998843665,10.192328214337692,2.748694597060092,0.0008876035397456958,8463.0,294.0,267.0,1481.0,1775.0,0.9081632653061225,5.037414965986395,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1481.0,693.0,644.0,3181.0,2174.0,1007.0,16.0,14.0,11.0,12.0,,12.0,3.0
40.0,0.1109090648053995,0.3638302487574055,0.009959842,0.6673863,0.0,,,,,,,,,3086.0,8463.0,5.484769928710304,0.001777883283212416,0.0018292426641016686,0.9236223664957294,-0.13177313998843665,0.0,3.0,-0.13177313998843665,10.192328214337692,2.748694597060092,0.0008876035397456958,8463.0,294.0,267.0,1481.0,1775.0,0.9081632653061225,5.037414965986395,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1481.0,693.0,644.0,3181.0,2174.0,1007.0,16.0,14.0,11.0,12.0,,12.0,3.0
41.0,0.4068383521843185,0.6218079260402221,0.9974907,0.99635106,3.5,2.0,2.0,4.0,4.0,4.0,3.5,3.0,2.5,3086.0,8463.0,5.484769928710304,0.001777883283212416,0.0018292426641016686,0.9236223664957294,-0.13177313998843665,0.0,3.0,-0.13177313998843665,10.192328214337692,2.748694597060092,0.0008876035397456958,8463.0,294.0,267.0,1481.0,1775.0,0.9081632653061225,5.037414965986395,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1481.0,693.0,644.0,3181.0,2174.0,1007.0,16.0,14.0,11.0,12.0,,12.0,3.0
42.0,0.0,0.497246131150463,0.9981218,0.99713427,0.0,,,,,,,,,3086.0,8463.0,5.484769928710304,0.001777883283212416,0.0018292426641016686,0.9236223664957294,-0.13177313998843665,0.0,3.0,-0.13177313998843665,10.192328214337692,2.748694597060092,0.0008876035397456958,8463.0,294.0,267.0,1481.0,1775.0,0.9081632653061225,5.037414965986395,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1481.0,693.0,644.0,3181.0,2174.0,1007.0,16.0,14.0,11.0,12.0,,12.0,3.0
43.0,0.6526022551721955,0.8600826411219675,0.9977366,0.9969856,2.5,1.5,1.0,1.0,3.5,3.5,3.0,4.0,4.0,3086.0,8463.0,5.484769928710304,0.001777883283212416,0.0018292426641016686,0.9236223664957294,-0.13177313998843665,0.0,3.0,-0.13177313998843665,10.192328214337692,2.748694597060092,0.0008876035397456958,8463.0,294.0,267.0,1481.0,1775.0,0.9081632653061225,5.037414965986395,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1481.0,693.0,644.0,3181.0,2174.0,1007.0,16.0,14.0,11.0,12.0,,12.0,3.0
44.0,0.29604670000907396,0.822554131174464,0.9974007,0.99686265,0.0,,,,,,,,,3086.0,8463.0,5.484769928710304,0.001777883283212416,0.0018292426641016686,0.9236223664957294,-0.13177313998843665,0.0,3.0,-0.13177313998843665,10.192328214337692,2.748694597060092,0.0008876035397456958,8463.0,294.0,267.0,1481.0,1775.0,0.9081632653061225,5.037414965986395,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1481.0,693.0,644.0,3181.0,2174.0,1007.0,16.0,14.0,11.0,12.0,,12.0,3.0
45.0,0.25927801913465354,0.5722168881343945,0.9976846,0.99684817,2.0,1.0,1.0,1.0,2.5,2.5,2.0,4.0,3.5,3086.0,8463.0,5.484769928710304,0.001777883283212416,0.0018292426641016686,0.9236223664957294,-0.13177313998843665,0.0,3.0,-0.13177313998843665,10.192328214337692,2.748694597060092,0.0008876035397456958,8463.0,294.0,267.0,1481.0,1775.0,0.9081632653061225,5.037414965986395,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1481.0,693.0,644.0,3181.0,2174.0,1007.0,16.0,14.0,11.0,12.0,,12.0,3.0
46.0,0.5430615691665386,0.81548684817717,0.99808383,0.9970184,0.0,,,,,,,,,3086.0,8463.0,5.484769928710304,0.001777883283212416,0.0018292426641016686,0.9236223664957294,-0.13177313998843665,0.0,3.0,-0.13177313998843665,10.192328214337692,2.748694597060092,0.0008876035397456958,8463.0,294.0,267.0,1481.0,1775.0,0.9081632653061225,5.037414965986395,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1481.0,693.0,644.0,3181.0,2174.0,1007.0,16.0,14.0,11.0,12.0,,12.0,3.0
47.0,0.474891106143819,0.5717181761029765,0.99747086,0.9970719,2.0,1.0,1.0,1.0,2.5,2.5,2.0,4.0,3.5,3086.0,8463.0,5.484769928710304,0.001777883283212416,0.0018292426641016686,0.9236223664957294,-0.13177313998843665,0.0,3.0,-0.13177313998843665,10.192328214337692,2.748694597060092,0.0008876035397456958,8463.0,294.0,267.0,1481.0,1775.0,0.9081632653061225,5.037414965986395,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1481.0,693.0,644.0,3181.0,2174.0,1007.0,16.0,14.0,11.0,12.0,,12.0,3.0
48.0,0.084650079859861,0.44945674120624046,0.9977424,0.99705356,0.0,,,,,,,,,3086.0,8463.0,5.484769928710304,0.001777883283212416,0.0018292426641016686,0.9236223664957294,-0.13177313998843665,0.0,3.0,-0.13177313998843665,10.192328214337692,2.748694597060092,0.0008876035397456958,8463.0,294.0,267.0,1481.0,1775.0,0.9081632653061225,5.037414965986395,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1481.0,693.0,644.0,3181.0,2174.0,1007.0,16.0,14.0,11.0,12.0,,12.0,3.0
49.0,0.38842487093426203,0.4659072808218905,0.9977241,0.9968559,3.0,2.0,2.0,4.0,4.0,4.0,3.5,4.0,3.5,3086.0,8463.0,5.484769928710304,0.001777883283212416,0.0018292426641016686,0.9236223664957294,-0.13177313998843665,0.0,3.0,-0.13177313998843665,10.192328214337692,2.748694597060092,0.0008876035397456958,8463.0,294.0,267.0,1481.0,1775.0,0.9081632653061225,5.037414965986395,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1481.0,693.0,644.0,3181.0,2174.0,1007.0,16.0,14.0,11.0,12.0,,12.0,3.0
50.0,0.383278861820942,0.5661613270320185,0.997876,0.99704117,0.0,,,,,,,,,3086.0,8463.0,5.484769928710304,0.001777883283212416,0.0018292426641016686,0.9236223664957294,-0.13177313998843665,0.0,3.0,-0.13177313998843665,10.192328214337692,2.748694597060092,0.0008876035397456958,8463.0,294.0,267.0,1481.0,1775.0,0.9081632653061225,5.037414965986395,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1481.0,693.0,644.0,3181.0,2174.0,1007.0,16.0,14.0,11.0,12.0,,12.0,3.0
51.0,0.644349366213234,0.8788399548669246,0.994106,0.9957514,2.0,1.0,1.0,1.0,2.5,2.5,2.0,4.0,3.5,3086.0,8463.0,5.484769928710304,0.001777883283212416,0.0018292426641016686,0.9236223664957294,-0.13177313998843665,0.0,3.0,-0.13177313998843665,10.192328214337692,2.748694597060092,0.0008876035397456958,8463.0,294.0,267.0,1481.0,1775.0,0.9081632653061225,5.037414965986395,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1481.0,693.0,644.0,3181.0,2174.0,1007.0,16.0,14.0,11.0,12.0,,12.0,3.0
52.0,0.279702901920105,0.6586913241468064,0.9911869,0.77879936,0.0,,,,,,,,,3086.0,8463.0,5.484769928710304,0.001777883283212416,0.0018292426641016686,0.9236223664957294,-0.13177313998843665,0.0,3.0,-0.13177313998843665,10.192328214337692,2.748694597060092,0.0008876035397456958,8463.0,294.0,267.0,1481.0,1775.0,0.9081632653061225,5.037414965986395,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1481.0,693.0,644.0,3181.0,2174.0,1007.0,16.0,14.0,11.0,12.0,,12.0,3.0
53.0,0.778000669909984,0.798285839906548,0.99533015,0.82452494,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.5,3086.0,8463.0,5.484769928710304,0.001777883283212416,0.0018292426641016686,0.9236223664957294,-0.13177313998843665,0.0,3.0,-0.13177313998843665,10.192328214337692,2.748694597060092,0.0008876035397456958,8463.0,294.0,267.0,1481.0,1775.0,0.9081632653061225,5.037414965986395,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1481.0,693.0,644.0,3181.0,2174.0,1007.0,16.0,14.0,11.0,12.0,,12.0,3.0
54.0,0.0,0.656351804866638,0.9982209,0.9977942,0.0,,,,,,,,,3086.0,8463.0,5.484769928710304,0.001777883283212416,0.0018292426641016686,0.9236223664957294,-0.13177313998843665,0.0,3.0,-0.13177313998843665,10.192328214337692,2.748694597060092,0.0008876035397456958,8463.0,294.0,267.0,1481.0,1775.0,0.9081632653061225,5.037414965986395,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1481.0,693.0,644.0,3181.0,2174.0,1007.0,16.0,14.0,11.0,12.0,,12.0,3.0
55.0,0.552601271196812,0.722730104109415,0.030588532,0.84180826,0.0,,,,,,,,,3086.0,8463.0,5.484769928710304,0.001777883283212416,0.0018292426641016686,0.9236223664957294,-0.13177313998843665,0.0,3.0,-0.13177313998843665,10.192328214337692,2.748694597060092,0.0008876035397456958,8463.0,294.0,267.0,1481.0,1775.0,0.9081632653061225,5.037414965986395,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1481.0,693.0,644.0,3181.0,2174.0,1007.0,16.0,14.0,11.0,12.0,,12.0,3.0
