Turn,Overall Human Rating,Interesting,Engaging,Specific,Relevant,Correct,Semantically Appropriate,Understandable,Fluent,Total nodes,Total edges,Average degree,Average degree centrality,Average closeness,Average degree connectivity,Average assortativity,Average node connectivity,Number of components,Number of strong components,Centrality entropy,Closeness entropy,Sparseness,Total explicit triples,Total classes,Total properties,Total instances,Total entities,Property class ratio,Average population,Class property ratio,Attribute richness,Inheritance richness,Relationship richness,Total concept assertions,Total role assertions,Total general concept inclusions,Total axioms,Total aBox axioms,Total tBox axioms,Total world instances,Total semantic statements,Total perspectives,Total mentions,Total interactions,Total utterances,Total sources
60.0,,,,,,,,,,3105.0,8492.0,5.469887278582931,0.001762205953151717,0.0017931326785104779,0.9265478784825639,-0.12829568513841327,0.0,3.0,-0.12829568513841327,10.20349315070991,2.749822678404742,0.0008797819733897588,8492.0,294.0,267.0,1494.0,1788.0,0.9081632653061225,5.081632653061225,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1494.0,695.0,644.0,3196.0,2189.0,1007.0,22.0,16.0,12.0,12.0,,12.0,4.0
61.0,,,,,,,,,,3105.0,8492.0,5.469887278582931,0.001762205953151717,0.0017931326785104779,0.9265478784825639,-0.12829568513841327,0.0,3.0,-0.12829568513841327,10.20349315070991,2.749822678404742,0.0008797819733897588,8492.0,294.0,267.0,1494.0,1788.0,0.9081632653061225,5.081632653061225,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1494.0,695.0,644.0,3196.0,2189.0,1007.0,22.0,16.0,12.0,12.0,,12.0,4.0
62.0,,,,,,,,,,3123.0,8542.0,5.470381043868076,0.001752204049925713,0.0018148288875267603,0.9335873073394003,-0.1295080415503013,0.0,3.0,-0.1295080415503013,10.214426365498742,2.750946962892281,0.0008747961807949018,8542.0,294.0,267.0,1512.0,1806.0,0.9081632653061225,5.142857142857143,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1512.0,715.0,644.0,3234.0,2227.0,1007.0,25.0,18.0,13.0,13.0,0.0,13.0,5.0
63.0,4.5,4.5,4.0,3.5,4.0,4.0,4.0,4.0,4.0,3123.0,8542.0,5.470381043868076,0.001752204049925713,0.0018148288875267603,0.9335873073394003,-0.1295080415503013,0.0,3.0,-0.1295080415503013,10.214426365498742,2.750946962892281,0.0008747961807949018,8542.0,294.0,267.0,1512.0,1806.0,0.9081632653061225,5.142857142857143,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1512.0,715.0,644.0,3234.0,2227.0,1007.0,25.0,18.0,13.0,13.0,,13.0,5.0
64.0,,,,,,,,,,3137.0,8582.0,5.471469556901498,0.0017447288127874672,0.0018319813457977655,0.9377124290599578,-0.13082353765967267,0.0,3.0,-0.13082353765967267,10.2226587777461,2.7520056354323503,0.0008710701368968218,8582.0,294.0,267.0,1524.0,1818.0,0.9081632653061225,5.183673469387755,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1524.0,735.0,644.0,3266.0,2259.0,1007.0,26.0,19.0,14.0,14.0,0.0,14.0,5.0
65.0,4.25,4.5,4.25,4.25,4.25,4.25,4.5,4.5,4.5,3137.0,8582.0,5.471469556901498,0.0017447288127874672,0.0018319813457977655,0.9377124290599578,-0.13082353765967267,0.0,3.0,-0.13082353765967267,10.2226587777461,2.7520056354323503,0.0008710701368968218,8582.0,294.0,267.0,1524.0,1818.0,0.9081632653061225,5.183673469387755,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1524.0,735.0,644.0,3266.0,2259.0,1007.0,26.0,19.0,14.0,14.0,,14.0,5.0
66.0,,,,,,,,,,3154.0,8624.0,5.46861128725428,0.0017344152512699907,0.0018317065612175434,0.9419265655905305,-0.13170775179585875,0.0,3.0,-0.13170775179585875,10.231972943050092,2.7532036145233114,0.0008659274148960425,8624.0,294.0,267.0,1536.0,1830.0,0.9081632653061225,5.224489795918367,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1536.0,754.0,644.0,3297.0,2290.0,1007.0,28.0,20.0,15.0,15.0,0.0,15.0,5.0
67.0,1.0,1.75,1.25,1.0,1.25,1.25,1.5,1.25,1.0,3154.0,8624.0,5.46861128725428,0.0017344152512699907,0.0018317065612175434,0.9419265655905305,-0.13170775179585875,0.0,3.0,-0.13170775179585875,10.231972943050092,2.7532036145233114,0.0008659274148960425,8624.0,294.0,267.0,1536.0,1830.0,0.9081632653061225,5.224489795918367,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1536.0,754.0,644.0,3297.0,2290.0,1007.0,28.0,20.0,15.0,15.0,,15.0,5.0
68.0,,,,,,,,,,3154.0,8624.0,5.46861128725428,0.0017344152512699907,0.0018317065612175434,0.9419265655905305,-0.13170775179585875,0.0,3.0,-0.13170775179585875,10.231972943050092,2.7532036145233114,0.0008659274148960425,8624.0,294.0,267.0,1536.0,1830.0,0.9081632653061225,5.224489795918367,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1536.0,754.0,644.0,3297.0,2290.0,1007.0,28.0,20.0,15.0,15.0,,15.0,5.0
69.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3154.0,8624.0,5.46861128725428,0.0017344152512699907,0.0018317065612175434,0.9419265655905305,-0.13170775179585875,0.0,3.0,-0.13170775179585875,10.231972943050092,2.7532036145233114,0.0008659274148960425,8624.0,294.0,267.0,1536.0,1830.0,0.9081632653061225,5.224489795918367,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1536.0,754.0,644.0,3297.0,2290.0,1007.0,28.0,20.0,15.0,15.0,,15.0,5.0
70.0,,,,,,,,,,3154.0,8624.0,5.46861128725428,0.0017344152512699907,0.0018317065612175434,0.9419265655905305,-0.13170775179585875,0.0,3.0,-0.13170775179585875,10.231972943050092,2.7532036145233114,0.0008659274148960425,8624.0,294.0,267.0,1536.0,1830.0,0.9081632653061225,5.224489795918367,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1536.0,754.0,644.0,3297.0,2290.0,1007.0,28.0,20.0,15.0,15.0,,15.0,5.0
71.0,2.0,2.5,3.0,2.0,3.5,3.5,3.5,2.0,1.5,3154.0,8624.0,5.46861128725428,0.0017344152512699907,0.0018317065612175434,0.9419265655905305,-0.13170775179585875,0.0,3.0,-0.13170775179585875,10.231972943050092,2.7532036145233114,0.0008659274148960425,8624.0,294.0,267.0,1536.0,1830.0,0.9081632653061225,5.224489795918367,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1536.0,754.0,644.0,3297.0,2290.0,1007.0,28.0,20.0,15.0,15.0,,15.0,5.0
72.0,,,,,,,,,,3168.0,8662.0,5.468434343434343,0.0017266922461112546,0.0018504009373054547,0.9463608035363711,-0.13296987789649073,0.0,3.0,-0.13296987789649073,10.239812832718663,2.7542371069939993,0.0008620772115090297,8662.0,294.0,267.0,1546.0,1840.0,0.9081632653061225,5.258503401360544,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1546.0,773.0,644.0,3326.0,2319.0,1007.0,29.0,21.0,16.0,16.0,0.0,16.0,5.0
73.0,2.0,2.75,3.5,3.25,3.0,3.25,3.0,2.75,2.5,3168.0,8662.0,5.468434343434343,0.0017266922461112546,0.0018504009373054547,0.9463608035363711,-0.13296987789649073,0.0,3.0,-0.13296987789649073,10.239812832718663,2.7542371069939993,0.0008620772115090297,8662.0,294.0,267.0,1546.0,1840.0,0.9081632653061225,5.258503401360544,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1546.0,773.0,644.0,3326.0,2319.0,1007.0,29.0,21.0,16.0,16.0,,16.0,5.0
74.0,,,,,,,,,,3168.0,8662.0,5.468434343434343,0.0017266922461112546,0.0018504009373054547,0.9463608035363711,-0.13296987789649073,0.0,3.0,-0.13296987789649073,10.239812832718663,2.7542371069939993,0.0008620772115090297,8662.0,294.0,267.0,1546.0,1840.0,0.9081632653061225,5.258503401360544,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1546.0,773.0,644.0,3326.0,2319.0,1007.0,29.0,21.0,16.0,16.0,,16.0,5.0
75.0,2.0,2.75,2.5,2.5,2.75,2.75,2.5,2.5,2.25,3168.0,8662.0,5.468434343434343,0.0017266922461112546,0.0018504009373054547,0.9463608035363711,-0.13296987789649073,0.0,3.0,-0.13296987789649073,10.239812832718663,2.7542371069939993,0.0008620772115090297,8662.0,294.0,267.0,1546.0,1840.0,0.9081632653061225,5.258503401360544,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1546.0,773.0,644.0,3326.0,2319.0,1007.0,29.0,21.0,16.0,16.0,,16.0,5.0
76.0,,,,,,,,,,3168.0,8662.0,5.468434343434343,0.0017266922461112546,0.0018504009373054547,0.9463608035363711,-0.13296987789649073,0.0,3.0,-0.13296987789649073,10.239812832718663,2.7542371069939993,0.0008620772115090297,8662.0,294.0,267.0,1546.0,1840.0,0.9081632653061225,5.258503401360544,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1546.0,773.0,644.0,3326.0,2319.0,1007.0,29.0,21.0,16.0,16.0,,16.0,5.0
77.0,,,,,,,,,,3168.0,8662.0,5.468434343434343,0.0017266922461112546,0.0018504009373054547,0.9463608035363711,-0.13296987789649073,0.0,3.0,-0.13296987789649073,10.239812832718663,2.7542371069939993,0.0008620772115090297,8662.0,294.0,267.0,1546.0,1840.0,0.9081632653061225,5.258503401360544,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1546.0,773.0,644.0,3326.0,2319.0,1007.0,29.0,21.0,16.0,16.0,,16.0,5.0
